season,iteration,metric,status,pct_reduction
rabi,0,Nitrogen Emission,Optimal,8.366642312489553
rabi,0,Nitrogen Leach,Optimal,8.786357200558252
rabi,0,Greenhouse Gas emission,Optimal,-2.5831750063784393
rabi,0,Net return,Optimal,2.661623465316036
rabi,0,Calorie,Optimal,-1.1611927167956984
rabi,0,Phosphorus application,Optimal,5.958604622827304
rabi,0,Nitrogen application,Optimal,4.706514983190024
rabi,0,Phosphorus Surplus,Optimal,8.103719108221181
rabi,0,Nitrogen Surplus,Optimal,7.7624063501222205
rabi,0,Water Demand,Optimal,5.664782694011932
rabi,1,Nitrogen Emission,Optimal,11.576291224794259
rabi,1,Nitrogen Leach,Optimal,12.087457985163548
rabi,1,Greenhouse Gas emission,Optimal,-2.329431665554376
rabi,1,Net return,Optimal,2.7024942497023154
rabi,1,Calorie,Optimal,-1.6542749808924548
rabi,1,Phosphorus application,Optimal,7.484278947450221
rabi,1,Nitrogen application,Optimal,6.332158731323201
rabi,1,Phosphorus Surplus,Optimal,10.308307324537045
rabi,1,Nitrogen Surplus,Optimal,11.090868581602452
rabi,1,Water Demand,Optimal,-0.08787783628509897
rabi,2,Nitrogen Emission,Optimal,11.400724379132654
rabi,2,Nitrogen Leach,Optimal,12.14024453662149
rabi,2,Greenhouse Gas emission,Optimal,-4.7598016115672435
rabi,2,Net return,Optimal,2.5375606117010716
rabi,2,Calorie,Optimal,-1.343877036850071
rabi,2,Phosphorus application,Optimal,6.390700505859206
rabi,2,Nitrogen application,Optimal,6.294729974144683
rabi,2,Phosphorus Surplus,Optimal,8.667222278815577
rabi,2,Nitrogen Surplus,Optimal,10.73209846357045
rabi,2,Water Demand,Optimal,0.8721940394232638
rabi,3,Nitrogen Emission,Optimal,9.68589377706016
rabi,3,Nitrogen Leach,Optimal,11.119455329631226
rabi,3,Greenhouse Gas emission,Optimal,-6.029799284356738
rabi,3,Net return,Optimal,2.419877304180944
rabi,3,Calorie,Optimal,-0.7014575815736269
rabi,3,Phosphorus application,Optimal,6.22875975126395
rabi,3,Nitrogen application,Optimal,5.796815262465198
rabi,3,Phosphorus Surplus,Optimal,8.216548215761154
rabi,3,Nitrogen Surplus,Optimal,9.289237644504771
rabi,3,Water Demand,Optimal,0.8126372995688376
rabi,4,Nitrogen Emission,Optimal,11.644786406642249
rabi,4,Nitrogen Leach,Optimal,12.585668763360534
rabi,4,Greenhouse Gas emission,Optimal,-6.572944078036911
rabi,4,Net return,Optimal,0.10371814898331652
rabi,4,Calorie,Optimal,-0.9519065229586012
rabi,4,Phosphorus application,Optimal,7.417871611307082
rabi,4,Nitrogen application,Optimal,6.6557843784765085
rabi,4,Phosphorus Surplus,Optimal,9.954995011435429
rabi,4,Nitrogen Surplus,Optimal,11.15759593937717
rabi,4,Water Demand,Optimal,2.2954167526960165
rabi,5,Nitrogen Emission,Optimal,11.845648423180528
rabi,5,Nitrogen Leach,Optimal,12.881160281825387
rabi,5,Greenhouse Gas emission,Optimal,-4.721632640796448
rabi,5,Net return,Optimal,2.740210778804023
rabi,5,Calorie,Optimal,-1.1241679802710138
rabi,5,Phosphorus application,Optimal,6.562217222544665
rabi,5,Nitrogen application,Optimal,6.5415614780095845
rabi,5,Phosphorus Surplus,Optimal,8.922165371141418
rabi,5,Nitrogen Surplus,Optimal,11.454208586800613
rabi,5,Water Demand,Optimal,2.2473096046012193
rabi,6,Nitrogen Emission,Optimal,10.85268941302826
rabi,6,Nitrogen Leach,Optimal,11.346382360609722
rabi,6,Greenhouse Gas emission,Optimal,-2.545725979312389
rabi,6,Net return,Optimal,0.11024003717998986
rabi,6,Calorie,Optimal,-1.2176679423641077
rabi,6,Phosphorus application,Optimal,6.585619993724678
rabi,6,Nitrogen application,Optimal,5.985269655430815
rabi,6,Phosphorus Surplus,Optimal,8.993435699902118
rabi,6,Nitrogen Surplus,Optimal,10.207038129596475
rabi,6,Water Demand,Optimal,5.038272018668815
rabi,7,Nitrogen Emission,Optimal,11.468918306476535
rabi,7,Nitrogen Leach,Optimal,11.523766070825687
rabi,7,Greenhouse Gas emission,Optimal,-2.5666610027492163
rabi,7,Net return,Optimal,0.8828445168825685
rabi,7,Calorie,Optimal,-1.213108137386056
rabi,7,Phosphorus application,Optimal,6.813316809360851
rabi,7,Nitrogen application,Optimal,6.122936738614261
rabi,7,Phosphorus Surplus,Optimal,9.36900927837729
rabi,7,Nitrogen Surplus,Optimal,10.890830351824414
rabi,7,Water Demand,Optimal,4.647267890392764
rabi,8,Nitrogen Emission,Optimal,11.575551290946944
rabi,8,Nitrogen Leach,Optimal,11.743950169779527
rabi,8,Greenhouse Gas emission,Optimal,-6.903243696856288
rabi,8,Net return,Optimal,6.896917704627762
rabi,8,Calorie,Optimal,-0.9910830891873696
rabi,8,Phosphorus application,Optimal,5.369993966462299
rabi,8,Nitrogen application,Optimal,6.771832391564483
rabi,8,Phosphorus Surplus,Optimal,7.1016052954400095
rabi,8,Nitrogen Surplus,Optimal,11.080613411923434
rabi,8,Water Demand,Optimal,3.1137581025646583
rabi,9,Nitrogen Emission,Optimal,11.712153712992924
rabi,9,Nitrogen Leach,Optimal,12.105856955560407
rabi,9,Greenhouse Gas emission,Optimal,-4.754763531796687
rabi,9,Net return,Optimal,1.2341555045778585
rabi,9,Calorie,Optimal,-0.7494918273294215
rabi,9,Phosphorus application,Optimal,7.582597452224589
rabi,9,Nitrogen application,Optimal,6.602869775791543
rabi,9,Phosphorus Surplus,Optimal,10.148576293469148
rabi,9,Nitrogen Surplus,Optimal,11.102542720839002
rabi,9,Water Demand,Optimal,0.20181026645270567
rabi,10,Nitrogen Emission,Optimal,12.878648979346867
rabi,10,Nitrogen Leach,Optimal,13.080741160986928
rabi,10,Greenhouse Gas emission,Optimal,-4.992706967461014
rabi,10,Net return,Optimal,1.1644641917564178
rabi,10,Calorie,Optimal,-0.8767669741789148
rabi,10,Phosphorus application,Optimal,7.4456834603264115
rabi,10,Nitrogen application,Optimal,7.261416073370745
rabi,10,Phosphorus Surplus,Optimal,10.020404744788273
rabi,10,Nitrogen Surplus,Optimal,12.41330365198862
rabi,10,Water Demand,Optimal,3.47121684770354
rabi,11,Nitrogen Emission,Optimal,12.063772799170826
rabi,11,Nitrogen Leach,Optimal,12.543506703272607
rabi,11,Greenhouse Gas emission,Optimal,-6.286203153540248
rabi,11,Net return,Optimal,0.6850106022205351
rabi,11,Calorie,Optimal,-1.1707724422184915
rabi,11,Phosphorus application,Optimal,6.252563102743353
rabi,11,Nitrogen application,Optimal,6.62169991362166
rabi,11,Phosphorus Surplus,Optimal,8.480428886402548
rabi,11,Nitrogen Surplus,Optimal,11.483219586801546
rabi,11,Water Demand,Optimal,-4.046230172249959
rabi,12,Nitrogen Emission,Optimal,11.03831315421345
rabi,12,Nitrogen Leach,Optimal,10.79888252374255
rabi,12,Greenhouse Gas emission,Optimal,-2.219794488239644
rabi,12,Net return,Optimal,9.125822409794909
rabi,12,Calorie,Optimal,-0.7470553216861948
rabi,12,Phosphorus application,Optimal,4.997857310936833
rabi,12,Nitrogen application,Optimal,6.347547004738339
rabi,12,Phosphorus Surplus,Optimal,6.656398329551381
rabi,12,Nitrogen Surplus,Optimal,10.51373504012024
rabi,12,Water Demand,Optimal,5.197277944099795
rabi,13,Nitrogen Emission,Optimal,10.863366490876013
rabi,13,Nitrogen Leach,Optimal,11.611072442214974
rabi,13,Greenhouse Gas emission,Optimal,-3.9772133464151045
rabi,13,Net return,Optimal,2.386643395559624
rabi,13,Calorie,Optimal,-0.6384616726174538
rabi,13,Phosphorus application,Optimal,7.191447927098585
rabi,13,Nitrogen application,Optimal,6.059867136563002
rabi,13,Phosphorus Surplus,Optimal,9.669491922835586
rabi,13,Nitrogen Surplus,Optimal,10.246811772344786
rabi,13,Water Demand,Optimal,3.3647383740930765
rabi,14,Nitrogen Emission,Optimal,10.285099950746194
rabi,14,Nitrogen Leach,Optimal,10.293304488514387
rabi,14,Greenhouse Gas emission,Optimal,-1.9131748501104482
rabi,14,Net return,Optimal,4.2377399857914355
rabi,14,Calorie,Optimal,-0.8836029044217826
rabi,14,Phosphorus application,Optimal,5.4829935930639335
rabi,14,Nitrogen application,Optimal,5.999309441702863
rabi,14,Phosphorus Surplus,Optimal,7.352806454908565
rabi,14,Nitrogen Surplus,Optimal,9.915947572071332
rabi,14,Water Demand,Optimal,2.480435239054172
rabi,15,Nitrogen Emission,Optimal,11.669220636042724
rabi,15,Nitrogen Leach,Optimal,12.221676136077363
rabi,15,Greenhouse Gas emission,Optimal,-2.0240489485165845
rabi,15,Net return,Optimal,0.0921458208854241
rabi,15,Calorie,Optimal,-1.2848299842348174
rabi,15,Phosphorus application,Optimal,7.713101566073218
rabi,15,Nitrogen application,Optimal,6.455737685005279
rabi,15,Phosphorus Surplus,Optimal,10.54732131798794
rabi,15,Nitrogen Surplus,Optimal,11.192695724466043
rabi,15,Water Demand,Optimal,0.9183661680637176
rabi,16,Nitrogen Emission,Optimal,11.665248250076527
rabi,16,Nitrogen Leach,Optimal,11.919952498761461
rabi,16,Greenhouse Gas emission,Optimal,-4.426251040209238
rabi,16,Net return,Optimal,2.3124813245468356
rabi,16,Calorie,Optimal,-0.9802930196382907
rabi,16,Phosphorus application,Optimal,7.271758415340498
rabi,16,Nitrogen application,Optimal,6.604022400984342
rabi,16,Phosphorus Surplus,Optimal,9.796449815502202
rabi,16,Nitrogen Surplus,Optimal,11.156465006800339
rabi,16,Water Demand,Optimal,-1.014401108792974
rabi,17,Nitrogen Emission,Optimal,10.852066378158051
rabi,17,Nitrogen Leach,Optimal,11.568369107303294
rabi,17,Greenhouse Gas emission,Optimal,-4.316499017084907
rabi,17,Net return,Optimal,8.881954552599701
rabi,17,Calorie,Optimal,-1.2135456323954283
rabi,17,Phosphorus application,Optimal,3.7764317911591716
rabi,17,Nitrogen application,Optimal,6.094604852333691
rabi,17,Phosphorus Surplus,Optimal,5.077879244035875
rabi,17,Nitrogen Surplus,Optimal,10.187312098126554
rabi,17,Water Demand,Optimal,-0.557717249774842
rabi,18,Nitrogen Emission,Optimal,11.450715986436155
rabi,18,Nitrogen Leach,Optimal,12.17547471215997
rabi,18,Greenhouse Gas emission,Optimal,-4.608899597101424
rabi,18,Net return,Optimal,0.10679457575251045
rabi,18,Calorie,Optimal,-1.2124811273010967
rabi,18,Phosphorus application,Optimal,5.396742474395675
rabi,18,Nitrogen application,Optimal,6.341955891061965
rabi,18,Phosphorus Surplus,Optimal,7.335540791898769
rabi,18,Nitrogen Surplus,Optimal,11.022757995671299
rabi,18,Water Demand,Optimal,1.3517215911807563
rabi,19,Nitrogen Emission,Optimal,11.643009991648679
rabi,19,Nitrogen Leach,Optimal,11.989735899592329
rabi,19,Greenhouse Gas emission,Optimal,-8.108594216565809
rabi,19,Net return,Optimal,2.0157296458760166
rabi,19,Calorie,Optimal,-1.3454452928230394
rabi,19,Phosphorus application,Optimal,7.2141050494861
rabi,19,Nitrogen application,Optimal,6.625007054627653
rabi,19,Phosphorus Surplus,Optimal,9.739907507477248
rabi,19,Nitrogen Surplus,Optimal,11.108737332150795
rabi,19,Water Demand,Optimal,-0.35544185958453206
rabi,20,Nitrogen Emission,Optimal,11.229534825757343
rabi,20,Nitrogen Leach,Optimal,11.55346496082546
rabi,20,Greenhouse Gas emission,Optimal,-4.06805333565756
rabi,20,Net return,Optimal,0.4637383014551222
rabi,20,Calorie,Optimal,-0.858693392384946
rabi,20,Phosphorus application,Optimal,6.779204856453495
rabi,20,Nitrogen application,Optimal,6.2569815831666
rabi,20,Phosphorus Surplus,Optimal,9.108984661021253
rabi,20,Nitrogen Surplus,Optimal,10.533010600531169
rabi,20,Water Demand,Optimal,2.463609263323963
rabi,21,Nitrogen Emission,Optimal,11.164199355111853
rabi,21,Nitrogen Leach,Optimal,11.40654207754606
rabi,21,Greenhouse Gas emission,Optimal,-4.6461642939644054
rabi,21,Net return,Optimal,6.799528286625104
rabi,21,Calorie,Optimal,-1.4037789190087566
rabi,21,Phosphorus application,Optimal,2.7019761556644597
rabi,21,Nitrogen application,Optimal,6.282064517719024
rabi,21,Phosphorus Surplus,Optimal,3.6141615707941837
rabi,21,Nitrogen Surplus,Optimal,10.45076867751552
rabi,21,Water Demand,Optimal,1.3869162647524726
rabi,22,Nitrogen Emission,Optimal,10.990038814759089
rabi,22,Nitrogen Leach,Optimal,11.580739938389373
rabi,22,Greenhouse Gas emission,Optimal,-3.69360562649634
rabi,22,Net return,Optimal,0.3298881648805763
rabi,22,Calorie,Optimal,-0.6659131973569838
rabi,22,Phosphorus application,Optimal,6.1222511414072045
rabi,22,Nitrogen application,Optimal,6.1781947451044275
rabi,22,Phosphorus Surplus,Optimal,8.197897588757034
rabi,22,Nitrogen Surplus,Optimal,10.463997773914798
rabi,22,Water Demand,Optimal,0.2887688297751566
rabi,23,Nitrogen Emission,Optimal,12.366365727331576
rabi,23,Nitrogen Leach,Optimal,13.079067316134525
rabi,23,Greenhouse Gas emission,Optimal,-4.960433021584348
rabi,23,Net return,Optimal,4.603479249668577
rabi,23,Calorie,Optimal,-1.0198755681835223
rabi,23,Phosphorus application,Optimal,7.165811355389038
rabi,23,Nitrogen application,Optimal,7.017819343525385
rabi,23,Phosphorus Surplus,Optimal,9.648454720154987
rabi,23,Nitrogen Surplus,Optimal,11.886311610571166
rabi,23,Water Demand,Optimal,-1.1335634620973811
rabi,24,Nitrogen Emission,Optimal,10.392721159960187
rabi,24,Nitrogen Leach,Optimal,11.069449480978554
rabi,24,Greenhouse Gas emission,Optimal,-5.367154482457257
rabi,24,Net return,Optimal,1.7324252875796617
rabi,24,Calorie,Optimal,-1.569284795345312
rabi,24,Phosphorus application,Optimal,5.6165623583513815
rabi,24,Nitrogen application,Optimal,5.760083623831281
rabi,24,Phosphorus Surplus,Optimal,7.697823925433418
rabi,24,Nitrogen Surplus,Optimal,9.789726511901478
rabi,24,Water Demand,Optimal,5.604190138678915
rabi,25,Nitrogen Emission,Optimal,12.092071228216174
rabi,25,Nitrogen Leach,Optimal,12.572192209032183
rabi,25,Greenhouse Gas emission,Optimal,-6.756542479465785
rabi,25,Net return,Optimal,4.970015938354451
rabi,25,Calorie,Optimal,-1.0124629739266755
rabi,25,Phosphorus application,Optimal,6.631309862162466
rabi,25,Nitrogen application,Optimal,7.037088156547098
rabi,25,Phosphorus Surplus,Optimal,8.828785103218369
rabi,25,Nitrogen Surplus,Optimal,11.591245656472603
rabi,25,Water Demand,Optimal,-1.1292531728902786
rabi,26,Nitrogen Emission,Optimal,10.738148180233363
rabi,26,Nitrogen Leach,Optimal,11.40706924699378
rabi,26,Greenhouse Gas emission,Optimal,-6.430140825268381
rabi,26,Net return,Optimal,3.354403409512735
rabi,26,Calorie,Optimal,-1.2232031298594805
rabi,26,Phosphorus application,Optimal,3.4767662420191536
rabi,26,Nitrogen application,Optimal,6.114384220330344
