Target,Source,year,quantity
ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,2019,0.0
ANDAMAN & NICOBAR ISLANDS,ANDAMAN & NICOBAR ISLANDS,2020,0.0
ANDAMAN & NICOBAR ISLANDS,ANDHRA PRADESH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,ANDHRA PRADESH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,ARUNACHAL PRADESH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,ASSAM,2019,0.0
ANDAMAN & NICOBAR ISLANDS,ASSAM,2020,0.0
ANDAMAN & NICOBAR ISLANDS,BIHAR,2019,0.0
ANDAMAN & NICOBAR ISLANDS,BIHAR,2020,0.0
ANDAMAN & NICOBAR ISLANDS,CHANDIGARH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,CHANDIGARH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,CHATTISGARH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,CHATTISGARH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,DADRA & NAGAR HAVELI,2019,0.0
ANDAMAN & NICOBAR ISLANDS,DADRA & NAGAR HAVELI,2020,0.0
ANDAMAN & NICOBAR ISLANDS,DAMAN & DIU,2019,0.0
ANDAMAN & NICOBAR ISLANDS,DAMAN & DIU,2020,0.0
ANDAMAN & NICOBAR ISLANDS,DELHI,2019,0.0
ANDAMAN & NICOBAR ISLANDS,DELHI,2020,0.0
ANDAMAN & NICOBAR ISLANDS,GOA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,GOA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,GUJARAT,2019,0.0
ANDAMAN & NICOBAR ISLANDS,GUJARAT,2020,0.0
ANDAMAN & NICOBAR ISLANDS,HARYANA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,HARYANA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,HIMACHAL PRADESH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,HIMACHAL PRADESH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,JAMMU & KASHMIR,2019,0.0
ANDAMAN & NICOBAR ISLANDS,JAMMU & KASHMIR,2020,0.0
ANDAMAN & NICOBAR ISLANDS,JHARKHAND,2019,0.0
ANDAMAN & NICOBAR ISLANDS,JHARKHAND,2020,0.0
ANDAMAN & NICOBAR ISLANDS,KARNATAKA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,KARNATAKA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,KERALA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,KERALA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,LAKSHADEEP,2019,0.0
ANDAMAN & NICOBAR ISLANDS,LAKSHADEEP,2020,0.0
ANDAMAN & NICOBAR ISLANDS,MADHYA PRADESH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,MADHYA PRADESH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,MAHARASHTRA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,MAHARASHTRA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,MANIPUR,2019,0.0
ANDAMAN & NICOBAR ISLANDS,MANIPUR,2020,0.0
ANDAMAN & NICOBAR ISLANDS,MEGHALAYA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,MEGHALAYA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,MIZORAM,2019,0.0
ANDAMAN & NICOBAR ISLANDS,MIZORAM,2020,0.0
ANDAMAN & NICOBAR ISLANDS,NAGALAND,2019,0.0
ANDAMAN & NICOBAR ISLANDS,NAGALAND,2020,0.0
ANDAMAN & NICOBAR ISLANDS,ODISHA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,ODISHA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,PUDUCHERRY,2019,0.0
ANDAMAN & NICOBAR ISLANDS,PUDUCHERRY,2020,0.0
ANDAMAN & NICOBAR ISLANDS,PUNJAB,2019,0.0
ANDAMAN & NICOBAR ISLANDS,PUNJAB,2020,0.0
ANDAMAN & NICOBAR ISLANDS,RAJASHTHAN,2019,0.0
ANDAMAN & NICOBAR ISLANDS,RAJASHTHAN,2020,0.0
ANDAMAN & NICOBAR ISLANDS,SIKKIM,2019,0.0
ANDAMAN & NICOBAR ISLANDS,SIKKIM,2020,0.0
ANDAMAN & NICOBAR ISLANDS,TAMIL NADU,2019,0.0
ANDAMAN & NICOBAR ISLANDS,TAMIL NADU,2020,0.0
ANDAMAN & NICOBAR ISLANDS,TELANGANA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,TELANGANA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,TRIPURA,2019,0.0
ANDAMAN & NICOBAR ISLANDS,TRIPURA,2020,0.0
ANDAMAN & NICOBAR ISLANDS,UTTAR PRADESH,2019,0.0
ANDAMAN & NICOBAR ISLANDS,UTTAR PRADESH,2020,0.0
ANDAMAN & NICOBAR ISLANDS,UTTARAKHAND,2019,0.0
ANDAMAN & NICOBAR ISLANDS,UTTARAKHAND,2020,0.0
ANDAMAN & NICOBAR ISLANDS,WEST BENGAL,2019,0.0
ANDAMAN & NICOBAR ISLANDS,WEST BENGAL,2020,0.0
ANDHRA PRADESH,ANDAMAN & NICOBAR ISLANDS,2019,0.0
ANDHRA PRADESH,ANDAMAN & NICOBAR ISLANDS,2020,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2010,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2011,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2012,26280.0
ANDHRA PRADESH,ANDHRA PRADESH,2013,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2014,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2015,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2016,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2017,0.0
ANDHRA PRADESH,ANDHRA PRADESH,2019,23868.0
ANDHRA PRADESH,ANDHRA PRADESH,2020,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2010,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2011,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2012,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2013,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2014,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2015,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2016,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2017,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2019,0.0
ANDHRA PRADESH,ARUNACHAL PRADESH,2020,0.0
ANDHRA PRADESH,ASSAM,2010,0.0
ANDHRA PRADESH,ASSAM,2011,0.0
ANDHRA PRADESH,ASSAM,2012,0.0
ANDHRA PRADESH,ASSAM,2013,0.0
ANDHRA PRADESH,ASSAM,2014,0.0
ANDHRA PRADESH,ASSAM,2015,0.0
ANDHRA PRADESH,ASSAM,2016,0.0
ANDHRA PRADESH,ASSAM,2017,0.0
ANDHRA PRADESH,ASSAM,2019,0.0
ANDHRA PRADESH,ASSAM,2020,0.0
ANDHRA PRADESH,BIHAR,2010,0.0
ANDHRA PRADESH,BIHAR,2011,0.0
ANDHRA PRADESH,BIHAR,2012,0.0
ANDHRA PRADESH,BIHAR,2013,0.0
ANDHRA PRADESH,BIHAR,2014,0.0
ANDHRA PRADESH,BIHAR,2015,0.0
ANDHRA PRADESH,BIHAR,2016,0.0
ANDHRA PRADESH,BIHAR,2017,0.0
ANDHRA PRADESH,BIHAR,2019,0.0
ANDHRA PRADESH,BIHAR,2020,0.0
ANDHRA PRADESH,CHANDIGARH,2010,0.0
ANDHRA PRADESH,CHANDIGARH,2011,0.0
ANDHRA PRADESH,CHANDIGARH,2012,0.0
ANDHRA PRADESH,CHANDIGARH,2013,0.0
ANDHRA PRADESH,CHANDIGARH,2014,0.0
ANDHRA PRADESH,CHANDIGARH,2015,0.0
ANDHRA PRADESH,CHANDIGARH,2016,0.0
ANDHRA PRADESH,CHANDIGARH,2017,0.0
ANDHRA PRADESH,CHANDIGARH,2019,0.0
ANDHRA PRADESH,CHANDIGARH,2020,0.0
ANDHRA PRADESH,CHATTISGARH,2010,0.0
ANDHRA PRADESH,CHATTISGARH,2011,0.0
ANDHRA PRADESH,CHATTISGARH,2012,0.0
ANDHRA PRADESH,CHATTISGARH,2013,0.0
ANDHRA PRADESH,CHATTISGARH,2014,0.0
ANDHRA PRADESH,CHATTISGARH,2015,0.0
ANDHRA PRADESH,CHATTISGARH,2016,0.0
ANDHRA PRADESH,CHATTISGARH,2017,0.0
ANDHRA PRADESH,CHATTISGARH,2019,0.0
ANDHRA PRADESH,CHATTISGARH,2020,0.0
ANDHRA PRADESH,DADRA & NAGAR HAVELI,2019,0.0
ANDHRA PRADESH,DADRA & NAGAR HAVELI,2020,0.0
ANDHRA PRADESH,DAMAN & DIU,2019,0.0
ANDHRA PRADESH,DAMAN & DIU,2020,0.0
ANDHRA PRADESH,DELHI,2010,0.0
ANDHRA PRADESH,DELHI,2011,0.0
ANDHRA PRADESH,DELHI,2012,0.0
ANDHRA PRADESH,DELHI,2013,0.0
ANDHRA PRADESH,DELHI,2014,0.0
ANDHRA PRADESH,DELHI,2015,0.0
ANDHRA PRADESH,DELHI,2016,0.0
ANDHRA PRADESH,DELHI,2017,0.0
ANDHRA PRADESH,DELHI,2019,0.0
ANDHRA PRADESH,DELHI,2020,0.0
ANDHRA PRADESH,GOA,2010,0.0
ANDHRA PRADESH,GOA,2011,0.0
ANDHRA PRADESH,GOA,2012,0.0
ANDHRA PRADESH,GOA,2013,0.0
ANDHRA PRADESH,GOA,2014,0.0
ANDHRA PRADESH,GOA,2015,0.0
ANDHRA PRADESH,GOA,2016,0.0
ANDHRA PRADESH,GOA,2017,0.0
ANDHRA PRADESH,GOA,2019,0.0
ANDHRA PRADESH,GOA,2020,0.0
ANDHRA PRADESH,GUJARAT,2010,0.0
ANDHRA PRADESH,GUJARAT,2011,0.0
ANDHRA PRADESH,GUJARAT,2012,0.0
ANDHRA PRADESH,GUJARAT,2013,0.0
ANDHRA PRADESH,GUJARAT,2014,0.0
ANDHRA PRADESH,GUJARAT,2015,0.0
ANDHRA PRADESH,GUJARAT,2016,0.0
ANDHRA PRADESH,GUJARAT,2017,0.0
ANDHRA PRADESH,GUJARAT,2019,0.0
ANDHRA PRADESH,GUJARAT,2020,0.0
ANDHRA PRADESH,HARYANA,2010,0.0
ANDHRA PRADESH,HARYANA,2011,0.0
ANDHRA PRADESH,HARYANA,2012,0.0
ANDHRA PRADESH,HARYANA,2013,0.0
ANDHRA PRADESH,HARYANA,2014,0.0
ANDHRA PRADESH,HARYANA,2015,0.0
ANDHRA PRADESH,HARYANA,2016,0.0
ANDHRA PRADESH,HARYANA,2017,0.0
ANDHRA PRADESH,HARYANA,2019,0.0
ANDHRA PRADESH,HARYANA,2020,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2010,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2011,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2012,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2013,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2014,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2015,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2016,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2017,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2019,0.0
ANDHRA PRADESH,HIMACHAL PRADESH,2020,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2010,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2011,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2012,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2013,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2014,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2015,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2016,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2017,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2019,0.0
ANDHRA PRADESH,JAMMU & KASHMIR,2020,0.0
ANDHRA PRADESH,JHARKHAND,2010,0.0
ANDHRA PRADESH,JHARKHAND,2011,0.0
ANDHRA PRADESH,JHARKHAND,2012,0.0
ANDHRA PRADESH,JHARKHAND,2013,0.0
ANDHRA PRADESH,JHARKHAND,2014,0.0
ANDHRA PRADESH,JHARKHAND,2015,0.0
ANDHRA PRADESH,JHARKHAND,2016,0.0
ANDHRA PRADESH,JHARKHAND,2017,0.0
ANDHRA PRADESH,JHARKHAND,2019,0.0
ANDHRA PRADESH,JHARKHAND,2020,0.0
ANDHRA PRADESH,KARNATAKA,2010,0.0
ANDHRA PRADESH,KARNATAKA,2011,13350.0
ANDHRA PRADESH,KARNATAKA,2012,26610.0
ANDHRA PRADESH,KARNATAKA,2013,0.0
ANDHRA PRADESH,KARNATAKA,2014,0.0
ANDHRA PRADESH,KARNATAKA,2015,0.0
ANDHRA PRADESH,KARNATAKA,2016,0.0
ANDHRA PRADESH,KARNATAKA,2017,0.0
ANDHRA PRADESH,KARNATAKA,2019,0.0
ANDHRA PRADESH,KARNATAKA,2020,0.0
ANDHRA PRADESH,KERALA,2010,0.0
ANDHRA PRADESH,KERALA,2011,0.0
ANDHRA PRADESH,KERALA,2012,0.0
ANDHRA PRADESH,KERALA,2013,0.0
ANDHRA PRADESH,KERALA,2014,0.0
ANDHRA PRADESH,KERALA,2015,0.0
ANDHRA PRADESH,KERALA,2016,0.0
ANDHRA PRADESH,KERALA,2017,0.0
ANDHRA PRADESH,KERALA,2019,0.0
ANDHRA PRADESH,KERALA,2020,0.0
ANDHRA PRADESH,LAKSHADEEP,2019,0.0
ANDHRA PRADESH,LAKSHADEEP,2020,0.0
ANDHRA PRADESH,MADHYA PRADESH,2010,0.0
ANDHRA PRADESH,MADHYA PRADESH,2011,0.0
ANDHRA PRADESH,MADHYA PRADESH,2012,26580.0
ANDHRA PRADESH,MADHYA PRADESH,2013,0.0
ANDHRA PRADESH,MADHYA PRADESH,2014,0.0
ANDHRA PRADESH,MADHYA PRADESH,2015,0.0
ANDHRA PRADESH,MADHYA PRADESH,2016,0.0
ANDHRA PRADESH,MADHYA PRADESH,2017,0.0
ANDHRA PRADESH,MADHYA PRADESH,2019,0.0
ANDHRA PRADESH,MADHYA PRADESH,2020,0.0
ANDHRA PRADESH,MAHARASHTRA,2010,101030.0
ANDHRA PRADESH,MAHARASHTRA,2011,0.0
ANDHRA PRADESH,MAHARASHTRA,2012,0.0
ANDHRA PRADESH,MAHARASHTRA,2013,0.0
ANDHRA PRADESH,MAHARASHTRA,2014,0.0
ANDHRA PRADESH,MAHARASHTRA,2015,0.0
ANDHRA PRADESH,MAHARASHTRA,2016,0.0
ANDHRA PRADESH,MAHARASHTRA,2017,0.0
ANDHRA PRADESH,MAHARASHTRA,2019,0.0
ANDHRA PRADESH,MAHARASHTRA,2020,0.0
ANDHRA PRADESH,MANIPUR,2010,0.0
ANDHRA PRADESH,MANIPUR,2011,0.0
ANDHRA PRADESH,MANIPUR,2012,0.0
ANDHRA PRADESH,MANIPUR,2013,0.0
ANDHRA PRADESH,MANIPUR,2014,0.0
ANDHRA PRADESH,MANIPUR,2015,0.0
ANDHRA PRADESH,MANIPUR,2016,0.0
ANDHRA PRADESH,MANIPUR,2017,0.0
ANDHRA PRADESH,MANIPUR,2019,0.0
ANDHRA PRADESH,MANIPUR,2020,0.0
ANDHRA PRADESH,MEGHALAYA,2010,0.0
ANDHRA PRADESH,MEGHALAYA,2011,0.0
ANDHRA PRADESH,MEGHALAYA,2012,0.0
ANDHRA PRADESH,MEGHALAYA,2013,0.0
ANDHRA PRADESH,MEGHALAYA,2014,0.0
ANDHRA PRADESH,MEGHALAYA,2015,0.0
ANDHRA PRADESH,MEGHALAYA,2016,0.0
ANDHRA PRADESH,MEGHALAYA,2017,0.0
ANDHRA PRADESH,MEGHALAYA,2019,0.0
ANDHRA PRADESH,MEGHALAYA,2020,0.0
ANDHRA PRADESH,MIZORAM,2010,0.0
ANDHRA PRADESH,MIZORAM,2011,0.0
ANDHRA PRADESH,MIZORAM,2012,0.0
ANDHRA PRADESH,MIZORAM,2013,0.0
ANDHRA PRADESH,MIZORAM,2014,0.0
ANDHRA PRADESH,MIZORAM,2015,0.0
ANDHRA PRADESH,MIZORAM,2016,0.0
ANDHRA PRADESH,MIZORAM,2017,0.0
ANDHRA PRADESH,MIZORAM,2019,0.0
ANDHRA PRADESH,MIZORAM,2020,0.0
ANDHRA PRADESH,NAGALAND,2010,0.0
ANDHRA PRADESH,NAGALAND,2011,0.0
ANDHRA PRADESH,NAGALAND,2012,0.0
ANDHRA PRADESH,NAGALAND,2013,0.0
ANDHRA PRADESH,NAGALAND,2014,0.0
ANDHRA PRADESH,NAGALAND,2015,0.0
ANDHRA PRADESH,NAGALAND,2016,0.0
ANDHRA PRADESH,NAGALAND,2017,0.0
ANDHRA PRADESH,NAGALAND,2019,0.0
ANDHRA PRADESH,NAGALAND,2020,0.0
ANDHRA PRADESH,ODISHA,2010,0.0
ANDHRA PRADESH,ODISHA,2011,0.0
ANDHRA PRADESH,ODISHA,2012,0.0
ANDHRA PRADESH,ODISHA,2013,0.0
ANDHRA PRADESH,ODISHA,2014,0.0
ANDHRA PRADESH,ODISHA,2015,0.0
ANDHRA PRADESH,ODISHA,2016,0.0
ANDHRA PRADESH,ODISHA,2017,0.0
ANDHRA PRADESH,ODISHA,2019,0.0
ANDHRA PRADESH,ODISHA,2020,0.0
ANDHRA PRADESH,PUDUCHERRY,2010,0.0
ANDHRA PRADESH,PUDUCHERRY,2011,0.0
ANDHRA PRADESH,PUDUCHERRY,2012,0.0
ANDHRA PRADESH,PUDUCHERRY,2013,0.0
ANDHRA PRADESH,PUDUCHERRY,2014,0.0
ANDHRA PRADESH,PUDUCHERRY,2015,0.0
ANDHRA PRADESH,PUDUCHERRY,2016,0.0
ANDHRA PRADESH,PUDUCHERRY,2017,0.0
ANDHRA PRADESH,PUDUCHERRY,2019,0.0
ANDHRA PRADESH,PUDUCHERRY,2020,0.0
ANDHRA PRADESH,PUNJAB,2010,0.0
ANDHRA PRADESH,PUNJAB,2011,0.0
ANDHRA PRADESH,PUNJAB,2012,0.0
ANDHRA PRADESH,PUNJAB,2013,0.0
ANDHRA PRADESH,PUNJAB,2014,0.0
ANDHRA PRADESH,PUNJAB,2015,0.0
ANDHRA PRADESH,PUNJAB,2016,0.0
ANDHRA PRADESH,PUNJAB,2017,0.0
ANDHRA PRADESH,PUNJAB,2019,0.0
ANDHRA PRADESH,PUNJAB,2020,0.0
ANDHRA PRADESH,RAJASHTHAN,2010,0.0
ANDHRA PRADESH,RAJASHTHAN,2011,53280.0
ANDHRA PRADESH,RAJASHTHAN,2012,106230.0
ANDHRA PRADESH,RAJASHTHAN,2013,0.0
ANDHRA PRADESH,RAJASHTHAN,2014,0.0
ANDHRA PRADESH,RAJASHTHAN,2015,0.0
ANDHRA PRADESH,RAJASHTHAN,2016,0.0
ANDHRA PRADESH,RAJASHTHAN,2017,7560.0
ANDHRA PRADESH,RAJASHTHAN,2019,0.0
ANDHRA PRADESH,RAJASHTHAN,2020,0.0
ANDHRA PRADESH,SIKKIM,2019,0.0
ANDHRA PRADESH,SIKKIM,2020,0.0
ANDHRA PRADESH,TAMIL NADU,2010,0.0
ANDHRA PRADESH,TAMIL NADU,2011,0.0
ANDHRA PRADESH,TAMIL NADU,2012,0.0
ANDHRA PRADESH,TAMIL NADU,2013,0.0
ANDHRA PRADESH,TAMIL NADU,2014,0.0
ANDHRA PRADESH,TAMIL NADU,2015,0.0
ANDHRA PRADESH,TAMIL NADU,2016,0.0
ANDHRA PRADESH,TAMIL NADU,2017,0.0
ANDHRA PRADESH,TAMIL NADU,2019,0.0
ANDHRA PRADESH,TAMIL NADU,2020,0.0
ANDHRA PRADESH,TELANGANA,2019,0.0
ANDHRA PRADESH,TELANGANA,2020,0.0
ANDHRA PRADESH,TRIPURA,2010,0.0
ANDHRA PRADESH,TRIPURA,2011,0.0
ANDHRA PRADESH,TRIPURA,2012,0.0
ANDHRA PRADESH,TRIPURA,2013,0.0
ANDHRA PRADESH,TRIPURA,2014,0.0
ANDHRA PRADESH,TRIPURA,2015,0.0
ANDHRA PRADESH,TRIPURA,2016,0.0
ANDHRA PRADESH,TRIPURA,2017,0.0
ANDHRA PRADESH,TRIPURA,2019,0.0
ANDHRA PRADESH,TRIPURA,2020,0.0
ANDHRA PRADESH,UTTAR PRADESH,2010,0.0
ANDHRA PRADESH,UTTAR PRADESH,2011,53040.0
ANDHRA PRADESH,UTTAR PRADESH,2012,26400.0
ANDHRA PRADESH,UTTAR PRADESH,2013,0.0
ANDHRA PRADESH,UTTAR PRADESH,2014,0.0
ANDHRA PRADESH,UTTAR PRADESH,2015,0.0
ANDHRA PRADESH,UTTAR PRADESH,2016,0.0
ANDHRA PRADESH,UTTAR PRADESH,2017,0.0
ANDHRA PRADESH,UTTAR PRADESH,2019,0.0
ANDHRA PRADESH,UTTAR PRADESH,2020,0.0
ANDHRA PRADESH,UTTARAKHAND,2010,0.0
ANDHRA PRADESH,UTTARAKHAND,2011,0.0
ANDHRA PRADESH,UTTARAKHAND,2012,0.0
ANDHRA PRADESH,UTTARAKHAND,2013,0.0
ANDHRA PRADESH,UTTARAKHAND,2014,0.0
ANDHRA PRADESH,UTTARAKHAND,2015,0.0
ANDHRA PRADESH,UTTARAKHAND,2016,0.0
ANDHRA PRADESH,UTTARAKHAND,2017,0.0
ANDHRA PRADESH,UTTARAKHAND,2019,0.0
ANDHRA PRADESH,UTTARAKHAND,2020,0.0
ANDHRA PRADESH,WEST BENGAL,2010,0.0
ANDHRA PRADESH,WEST BENGAL,2011,0.0
ANDHRA PRADESH,WEST BENGAL,2012,0.0
ANDHRA PRADESH,WEST BENGAL,2013,0.0
ANDHRA PRADESH,WEST BENGAL,2014,0.0
ANDHRA PRADESH,WEST BENGAL,2015,0.0
ANDHRA PRADESH,WEST BENGAL,2016,0.0
ANDHRA PRADESH,WEST BENGAL,2017,0.0
ANDHRA PRADESH,WEST BENGAL,2019,0.0
ANDHRA PRADESH,WEST BENGAL,2020,0.0
ARUNACHAL PRADESH,ANDAMAN & NICOBAR ISLANDS,2019,0.0
ARUNACHAL PRADESH,ANDAMAN & NICOBAR ISLANDS,2020,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2010,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2011,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2012,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2013,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2014,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2015,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2016,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2017,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2019,0.0
ARUNACHAL PRADESH,ANDHRA PRADESH,2020,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2010,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2011,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2012,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2013,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2014,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2015,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2016,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2017,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2018,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2019,0.0
ARUNACHAL PRADESH,ARUNACHAL PRADESH,2020,0.0
ARUNACHAL PRADESH,ASSAM,2010,0.0
ARUNACHAL PRADESH,ASSAM,2011,0.0
ARUNACHAL PRADESH,ASSAM,2012,0.0
ARUNACHAL PRADESH,ASSAM,2013,0.0
ARUNACHAL PRADESH,ASSAM,2014,0.0
ARUNACHAL PRADESH,ASSAM,2015,0.0
ARUNACHAL PRADESH,ASSAM,2016,0.0
ARUNACHAL PRADESH,ASSAM,2017,0.0
ARUNACHAL PRADESH,ASSAM,2018,0.0
ARUNACHAL PRADESH,ASSAM,2019,0.0
ARUNACHAL PRADESH,ASSAM,2020,0.0
ARUNACHAL PRADESH,BIHAR,2010,0.0
ARUNACHAL PRADESH,BIHAR,2011,0.0
ARUNACHAL PRADESH,BIHAR,2012,0.0
ARUNACHAL PRADESH,BIHAR,2013,0.0
ARUNACHAL PRADESH,BIHAR,2014,0.0
ARUNACHAL PRADESH,BIHAR,2015,0.0
ARUNACHAL PRADESH,BIHAR,2016,0.0
ARUNACHAL PRADESH,BIHAR,2017,0.0
ARUNACHAL PRADESH,BIHAR,2018,0.0
ARUNACHAL PRADESH,BIHAR,2019,0.0
ARUNACHAL PRADESH,BIHAR,2020,0.0
ARUNACHAL PRADESH,CHANDIGARH,2010,0.0
ARUNACHAL PRADESH,CHANDIGARH,2011,0.0
ARUNACHAL PRADESH,CHANDIGARH,2012,0.0
ARUNACHAL PRADESH,CHANDIGARH,2013,0.0
ARUNACHAL PRADESH,CHANDIGARH,2014,0.0
ARUNACHAL PRADESH,CHANDIGARH,2015,0.0
ARUNACHAL PRADESH,CHANDIGARH,2016,0.0
ARUNACHAL PRADESH,CHANDIGARH,2017,0.0
ARUNACHAL PRADESH,CHANDIGARH,2018,0.0
ARUNACHAL PRADESH,CHANDIGARH,2019,0.0
ARUNACHAL PRADESH,CHANDIGARH,2020,0.0
ARUNACHAL PRADESH,CHATTISGARH,2010,0.0
ARUNACHAL PRADESH,CHATTISGARH,2011,0.0
ARUNACHAL PRADESH,CHATTISGARH,2012,0.0
ARUNACHAL PRADESH,CHATTISGARH,2013,0.0
ARUNACHAL PRADESH,CHATTISGARH,2014,0.0
ARUNACHAL PRADESH,CHATTISGARH,2015,0.0
ARUNACHAL PRADESH,CHATTISGARH,2016,0.0
ARUNACHAL PRADESH,CHATTISGARH,2017,0.0
ARUNACHAL PRADESH,CHATTISGARH,2018,0.0
ARUNACHAL PRADESH,CHATTISGARH,2019,0.0
ARUNACHAL PRADESH,CHATTISGARH,2020,0.0
ARUNACHAL PRADESH,DADRA & NAGAR HAVELI,2019,0.0
ARUNACHAL PRADESH,DADRA & NAGAR HAVELI,2020,0.0
ARUNACHAL PRADESH,DAMAN & DIU,2018,0.0
ARUNACHAL PRADESH,DAMAN & DIU,2019,0.0
ARUNACHAL PRADESH,DAMAN & DIU,2020,0.0
ARUNACHAL PRADESH,DELHI,2010,0.0
ARUNACHAL PRADESH,DELHI,2011,0.0
ARUNACHAL PRADESH,DELHI,2012,0.0
ARUNACHAL PRADESH,DELHI,2013,0.0
ARUNACHAL PRADESH,DELHI,2014,0.0
ARUNACHAL PRADESH,DELHI,2015,0.0
ARUNACHAL PRADESH,DELHI,2016,0.0
ARUNACHAL PRADESH,DELHI,2017,0.0
ARUNACHAL PRADESH,DELHI,2018,0.0
ARUNACHAL PRADESH,DELHI,2019,0.0
ARUNACHAL PRADESH,DELHI,2020,0.0
ARUNACHAL PRADESH,GOA,2010,0.0
ARUNACHAL PRADESH,GOA,2011,0.0
ARUNACHAL PRADESH,GOA,2012,0.0
ARUNACHAL PRADESH,GOA,2013,0.0
ARUNACHAL PRADESH,GOA,2014,0.0
ARUNACHAL PRADESH,GOA,2015,0.0
ARUNACHAL PRADESH,GOA,2016,0.0
