source_state,target_state,baseline_alt_trade_kcal,staple_deficit_kcal,quantity_kcal,is_new_link,pre_scale_trade_kcal,State,scale_factor,optimized_alt_prod_kcal,pre_scale_alt_trade_kcal,optimized_alt_trade_kcal,capacity_limited,optimized_trade_kcal
haryana,west bengal,0.0,35107831624.71165,0.0,True,35107831624.71165,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,35107831624.71165
tamil nadu,telangana,0.0,31336236803.314865,0.0,True,31336236803.314865,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,31336236803.314865
andhra pradesh,bihar,0.0,28922029828.44959,0.0,True,28922029828.44959,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,28922029828.44959
assam,tripura,0.0,25765184126.011272,0.0,True,25765184126.011272,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,25765184126.011272
odisha,karnataka,0.0,25731091662.048634,0.0,True,25731091662.048634,odisha,1.0,11642139529804.64,1012877810722.0178,1012877810722.0178,False,25731091662.048634
tamil nadu,chhattisgarh,0.0,24947394807.173977,0.0,True,24947394807.173977,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,24947394807.173977
chhattisgarh,goa,0.0,23904393448.141434,0.0,True,23904393448.141434,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,23904393448.141434
haryana,jammu and kashmir,0.0,21249908482.413734,0.0,True,21249908482.413734,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,21249908482.413734
uttar pradesh,gujarat,0.0,21206474464.52169,0.0,True,21206474464.52169,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,21206474464.52169
rajasthan,west bengal,0.0,20416006666.666668,0.0,True,20416006666.666668,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,20416006666.666668
uttar pradesh,tripura,0.0,17505718999.34027,0.0,True,17505718999.34027,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,17505718999.34027
rajasthan,goa,0.0,16742383333.333332,0.0,True,16742383333.333332,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,16742383333.333332
tamil nadu,punjab,0.0,15945686302.86706,0.0,True,15945686302.86706,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,15945686302.86706
gujarat,punjab,0.0,15914585752.012886,0.0,True,15914585752.012886,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,15914585752.012886
telangana,bihar,0.0,15237393333.333332,0.0,True,15237393333.333332,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,15237393333.333332
chhattisgarh,punjab,0.0,15121992192.149057,0.0,True,15121992192.149057,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,15121992192.149057
rajasthan,kerala,0.0,14961493333.333332,0.0,True,14961493333.333332,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,14961493333.333332
tamil nadu,andhra pradesh,0.0,12384701765.257298,0.0,True,12384701765.257298,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,12384701765.257298
haryana,goa,0.0,11999398669.03685,0.0,True,11999398669.03685,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,11999398669.03685
gujarat,uttar pradesh,0.0,11766997595.241993,0.0,True,11766997595.241993,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,11766997595.241993
uttar pradesh,nagaland,0.0,11223147542.27076,0.0,True,11223147542.27076,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,11223147542.27076
uttarakhand,nagaland,0.0,10985964936.175173,0.0,True,10985964936.175173,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,10985964936.175173
uttar pradesh,andhra pradesh,0.0,10633058656.658329,0.0,True,10633058656.658329,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,10633058656.658329
uttarakhand,gujarat,0.0,10620783415.883205,0.0,True,10620783415.883205,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,10620783415.883205
haryana,delhi,0.0,10560713845.581867,0.0,True,10560713845.581867,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,10560713845.581867
haryana,madhya pradesh,0.0,10488008076.721878,0.0,True,10488008076.721878,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,10488008076.721878
uttar pradesh,kerala,0.0,9883599682.49678,0.0,True,9883599682.49678,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,9883599682.49678
andhra pradesh,jharkhand,0.0,9624051328.635044,0.0,True,9624051328.635044,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,9624051328.635044
tamil nadu,madhya pradesh,0.0,8776523233.333334,0.0,True,8776523233.333334,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,8776523233.333334
maharashtra,gujarat,0.0,8650332625.700375,0.0,True,8650332625.700375,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,8650332625.700375
uttarakhand,karnataka,0.0,8647732393.785625,0.0,True,8647732393.785625,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,8647732393.785625
tamil nadu,rajasthan,0.0,8123598466.666666,0.0,True,8123598466.666666,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,8123598466.666666
haryana,manipur,0.0,7647018103.397718,0.0,True,7647018103.397718,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,7647018103.397718
tamil nadu,haryana,0.0,7553928453.867128,0.0,True,7553928453.867128,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,7553928453.867128
uttarakhand,tripura,0.0,7416240683.069052,0.0,True,7416240683.069052,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,7416240683.069052
uttar pradesh,punjab,0.0,7276031203.04385,0.0,True,7276031203.04385,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,7276031203.04385
telangana,jharkhand,0.0,7115550000.0,0.0,True,7115550000.0,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,7115550000.0
haryana,mizoram,0.0,6826412682.720058,0.0,True,6826412682.720058,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,6826412682.720058
karnataka,madhya pradesh,0.0,6823384743.921679,0.0,True,6823384743.921679,karnataka,1.0,40410044967093.05,498033281436.85516,498033281436.85516,False,6823384743.921679
chhattisgarh,odisha,0.0,6802599432.956355,0.0,True,6802599432.956355,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,6802599432.956355
telangana,madhya pradesh,0.0,6750947350.0,0.0,True,6750947350.0,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,6750947350.0
chhattisgarh,nagaland,0.0,6665790984.908155,0.0,True,6665790984.908155,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,6665790984.908155
assam,manipur,0.0,6284787507.031681,0.0,True,6284787507.031681,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,6284787507.031681
chhattisgarh,jammu and kashmir,0.0,6007855818.704673,0.0,True,6007855818.704673,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,6007855818.704673
maharashtra,goa,0.0,5944794891.297163,0.0,True,5944794891.297163,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,5944794891.297163
uttarakhand,chandigarh,0.0,5635610240.770937,0.0,True,5635610240.770937,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,5635610240.770937
andhra pradesh,nagaland,0.0,5556885764.737156,0.0,True,5556885764.737156,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,5556885764.737156
karnataka,uttar pradesh,0.0,5184138264.904892,0.0,True,5184138264.904892,karnataka,1.0,40410044967093.05,498033281436.85516,498033281436.85516,False,5184138264.904892
maharashtra,madhya pradesh,0.0,5036973611.032674,0.0,True,5036973611.032674,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,5036973611.032674
gujarat,madhya pradesh,0.0,4893376880.464175,0.0,True,4893376880.464175,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,4893376880.464175
tamil nadu,odisha,0.0,4710927889.333204,0.0,True,4710927889.333204,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,4710927889.333204
haryana,rajasthan,0.0,4656426768.38538,0.0,True,4656426768.38538,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,4656426768.38538
rajasthan,jharkhand,0.0,4610793333.333333,0.0,True,4610793333.333333,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,4610793333.333333
chhattisgarh,haryana,0.0,4498604023.572802,0.0,True,4498604023.572802,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,4498604023.572802
gujarat,karnataka,0.0,4473445742.041016,0.0,True,4473445742.041016,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,4473445742.041016
west bengal,jharkhand,0.0,4445042224.383118,0.0,True,4445042224.383118,west bengal,1.0,16826258526574.521,488991978446.51263,488991978446.51263,False,4445042224.383118
rajasthan,madhya pradesh,0.0,4272890000.0,0.0,True,4272890000.0,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,4272890000.0
maharashtra,jharkhand,0.0,3992168140.2792983,0.0,True,3992168140.2792983,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,3992168140.2792983
haryana,himachal pradesh,0.0,3932005132.716896,0.0,True,3932005132.716896,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,3932005132.716896
andhra pradesh,chhattisgarh,0.0,3853246887.6517105,0.0,True,3853246887.6517105,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,3853246887.6517105
haryana,odisha,0.0,3764305017.3655596,0.0,True,3764305017.3655596,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,3764305017.3655596
uttarakhand,tamil nadu,0.0,3682512669.709246,0.0,True,3682512669.709246,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,3682512669.709246
andhra pradesh,gujarat,0.0,3633804677.0528007,0.0,True,3633804677.0528007,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,3633804677.0528007
odisha,kerala,0.0,3596535982.0190616,0.0,True,3596535982.0190616,odisha,1.0,11642139529804.64,1012877810722.0178,1012877810722.0178,False,3596535982.0190616
assam,punjab,0.0,3201893295.681302,0.0,True,3201893295.681302,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,3201893295.681302
tamil nadu,uttar pradesh,0.0,3076141490.3974395,0.0,True,3076141490.3974395,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,3076141490.3974395
gujarat,maharashtra,0.0,3056289431.2072797,0.0,True,3056289431.2072797,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,3056289431.2072797
haryana,jharkhand,0.0,2934912753.583232,0.0,True,2934912753.583232,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,2934912753.583232
odisha,himachal pradesh,0.0,2903477863.6651397,0.0,True,2903477863.6651397,odisha,1.0,11642139529804.64,1012877810722.0178,1012877810722.0178,False,2903477863.6651397
tamil nadu,assam,0.0,2845675000.0,0.0,True,2845675000.0,tamil nadu,1.0,61644860103989.805,161848391202.20853,161848391202.20853,False,2845675000.0
rajasthan,delhi,0.0,2645673333.3333335,0.0,True,2645673333.3333335,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,2645673333.3333335
rajasthan,chandigarh,0.0,2621346666.6666665,0.0,True,2621346666.6666665,rajasthan,1.0,21715167619138.19,3455371498999.999,3455371498999.999,False,2621346666.6666665
uttarakhand,kerala,0.0,2447441759.218568,0.0,True,2447441759.218568,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,2447441759.218568
chhattisgarh,delhi,0.0,2441103673.6530323,0.0,True,2441103673.6530323,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,2441103673.6530323
chhattisgarh,himachal pradesh,0.0,2389535283.593056,0.0,True,2389535283.593056,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,2389535283.593056
gujarat,tamil nadu,0.0,2372825492.525716,0.0,True,2372825492.525716,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,2372825492.525716
telangana,nagaland,0.0,2322306666.6666665,0.0,True,2322306666.6666665,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,2322306666.6666665
bihar,madhya pradesh,0.0,2060614523.4749758,0.0,True,2060614523.4749758,bihar,1.0,50242017660998.79,1563668137392.5276,1563668137392.5276,False,2060614523.4749758
gujarat,andhra pradesh,0.0,1993975925.4779906,0.0,True,1993975925.4779906,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,1993975925.4779906
mizoram,punjab,0.0,1847037261.9695818,0.0,True,1847037261.9695818,mizoram,1.0,220790515678.12305,2233219823.275084,2233219823.275084,False,1847037261.9695818
chhattisgarh,uttar pradesh,0.0,1837412180.7147844,0.0,True,1837412180.7147844,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,1837412180.7147844
karnataka,telangana,0.0,1795424669.747069,0.0,True,1795424669.747069,karnataka,1.0,40410044967093.05,498033281436.85516,498033281436.85516,False,1795424669.747069
andhra pradesh,tripura,0.0,1687405652.1940002,0.0,True,1687405652.1940002,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,1687405652.1940002
telangana,andhra pradesh,0.0,1632678300.0,0.0,True,1632678300.0,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,1632678300.0
bihar,tripura,0.0,1595300140.5980933,0.0,True,1595300140.5980933,bihar,1.0,50242017660998.79,1563668137392.5276,1563668137392.5276,False,1595300140.5980933
andhra pradesh,delhi,0.0,1588597519.362836,0.0,True,1588597519.362836,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,1588597519.362836
uttar pradesh,chhattisgarh,0.0,1504485324.7748184,0.0,True,1504485324.7748184,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,1504485324.7748184
uttar pradesh,manipur,0.0,1282480960.7190304,0.0,True,1282480960.7190304,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,1282480960.7190304
gujarat,jammu and kashmir,0.0,1248294462.093432,0.0,True,1248294462.093432,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,1248294462.093432
chhattisgarh,chandigarh,0.0,1229477135.1061273,0.0,True,1229477135.1061273,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,1229477135.1061273
telangana,uttar pradesh,0.0,1189897333.3333335,0.0,True,1189897333.3333335,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,1189897333.3333335
gujarat,west bengal,0.0,1139192302.9047856,0.0,True,1139192302.9047856,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,1139192302.9047856
maharashtra,uttar pradesh,0.0,1112856901.5061352,0.0,True,1112856901.5061352,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,1112856901.5061352
bihar,uttar pradesh,0.0,1110898075.2827537,0.0,True,1110898075.2827537,bihar,1.0,50242017660998.79,1563668137392.5276,1563668137392.5276,False,1110898075.2827537
haryana,arunachal pradesh,0.0,1078531412.7867107,0.0,True,1078531412.7867107,haryana,1.0,9195337835576.678,2854727029318.7573,2854727029318.7573,False,1078531412.7867107
madhya pradesh,odisha,0.0,1058896968.0286255,0.0,True,1058896968.0286255,madhya pradesh,1.0,33759184276481.273,1591549852305.2554,1591549852305.2554,False,1058896968.0286255
maharashtra,chandigarh,0.0,1041379674.1816359,0.0,True,1041379674.1816359,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,1041379674.1816359
andhra pradesh,madhya pradesh,0.0,1027099500.0,0.0,True,1027099500.0,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,1027099500.0
uttarakhand,uttar pradesh,0.0,990040887.0258961,0.0,True,990040887.0258961,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,990040887.0258961
tripura,punjab,0.0,985743123.7914263,0.0,True,985743123.7914263,tripura,1.0,43616333888.960915,1530507591.5859685,1530507591.5859685,False,985743123.7914263
uttarakhand,madhya pradesh,0.0,967550477.5276076,0.0,True,967550477.5276076,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,967550477.5276076
assam,nagaland,0.0,912891504.4503069,0.0,True,912891504.4503069,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,912891504.4503069
assam,haryana,0.0,829873938.0711861,0.0,True,829873938.0711861,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,829873938.0711861
uttarakhand,manipur,0.0,810386672.6169734,0.0,True,810386672.6169734,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,810386672.6169734
uttar pradesh,odisha,0.0,755329791.3121628,0.0,True,755329791.3121628,uttar pradesh,1.0,30621277849899.914,643378851216.117,643378851216.117,False,755329791.3121628
uttarakhand,rajasthan,0.0,738413974.980443,0.0,True,738413974.980443,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,738413974.980443
odisha,jammu and kashmir,0.0,732555422.1839666,0.0,True,732555422.1839666,odisha,1.0,11642139529804.64,1012877810722.0178,1012877810722.0178,False,732555422.1839666
uttarakhand,himachal pradesh,0.0,731845772.4969037,0.0,True,731845772.4969037,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,731845772.4969037
gujarat,kerala,0.0,727633522.7093449,0.0,True,727633522.7093449,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,727633522.7093449
maharashtra,rajasthan,0.0,727150280.6541476,0.0,True,727150280.6541476,maharashtra,1.0,30339952650147.77,966577489308.4631,966577489308.4631,False,727150280.6541476
assam,mizoram,0.0,687862663.3441172,0.0,True,687862663.3441172,assam,1.0,4036966731943.8525,37971388865.249214,37971388865.249214,False,687862663.3441172
telangana,rajasthan,0.0,658256550.0,0.0,True,658256550.0,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,658256550.0
uttarakhand,mizoram,0.0,650807105.2352064,0.0,True,650807105.2352064,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,650807105.2352064
gujarat,rajasthan,0.0,649883051.4394794,0.0,True,649883051.4394794,gujarat,1.0,14012805001344.602,75387742282.43512,75387742282.43512,False,649883051.4394794
madhya pradesh,delhi,0.0,644046555.528513,0.0,True,644046555.528513,madhya pradesh,1.0,33759184276481.273,1591549852305.2554,1591549852305.2554,False,644046555.528513
madhya pradesh,goa,0.0,640190839.7741209,0.0,True,640190839.7741209,madhya pradesh,1.0,33759184276481.273,1591549852305.2554,1591549852305.2554,False,640190839.7741209
chhattisgarh,uttarakhand,0.0,634457249.7987162,0.0,True,634457249.7987162,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,634457249.7987162
chhattisgarh,mizoram,0.0,608857557.0587461,0.0,True,608857557.0587461,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,608857557.0587461
chhattisgarh,manipur,0.0,596173024.6200222,0.0,True,596173024.6200222,chhattisgarh,1.0,22692989802642.445,7691306541080.305,7691306541080.305,False,596173024.6200222
andhra pradesh,mizoram,0.0,516585749.35424757,0.0,True,516585749.35424757,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,516585749.35424757
uttarakhand,delhi,0.0,491782597.2182455,0.0,True,491782597.2182455,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,491782597.2182455
uttarakhand,maharashtra,0.0,489839889.4414239,0.0,True,489839889.4414239,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,489839889.4414239
uttarakhand,jammu and kashmir,0.0,486417023.3584528,0.0,True,486417023.3584528,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,486417023.3584528
uttarakhand,chhattisgarh,0.0,478831212.03943527,0.0,True,478831212.03943527,uttarakhand,1.0,1169667677243.5193,221395456784.33456,221395456784.33456,False,478831212.03943527
bihar,chandigarh,0.0,459465609.8519576,0.0,True,459465609.8519576,bihar,1.0,50242017660998.79,1563668137392.5276,1563668137392.5276,False,459465609.8519576
west bengal,nagaland,0.0,458480684.4870579,0.0,True,458480684.4870579,west bengal,1.0,16826258526574.521,488991978446.51263,488991978446.51263,False,458480684.4870579
andhra pradesh,rajasthan,0.0,427795783.3333334,0.0,True,427795783.3333334,andhra pradesh,1.0,19734651443497.77,4381176287818.3115,4381176287818.3115,False,427795783.3333334
bihar,nagaland,0.0,427149226.1347438,0.0,True,427149226.1347438,bihar,1.0,50242017660998.79,1563668137392.5276,1563668137392.5276,False,427149226.1347438
telangana,assam,0.0,398601333.3333334,0.0,True,398601333.3333334,telangana,1.0,40855569661028.484,2288415308516.667,2288415308516.667,False,398601333.3333334
