id,district,dt_code,st_nm,st_code,year,state_key,district_key,map_state,map_district,nitrogen_surplus_kg,calorie_kcal,water_m3,nitrogen_surplus_ggn,calorie_bkcal,water_bcm
,Medinipur West,344,West Bengal,19,2011_c,west bengal,medinipur west,west bengal,medinipur west,40835633.66358477,6673954380327.748,2853036040.5666494,40.835633663584765,6673.954380327748,2.8530360405666495
,Seoni,456,Madhya Pradesh,23,2011_c,madhya pradesh,seoni,madhya pradesh,seoni,32190314.135252453,4411718400208.616,962659342.3253499,32.19031413525245,4411.718400208616,0.9626593423253499
,Alirajpur,465,Madhya Pradesh,23,2011_c,madhya pradesh,alirajpur,madhya pradesh,alirajpur,8260701.169645891,844185800064.8013,262711983.5619999,8.260701169645891,844.1858000648012,0.2627119835619999
,Chhindwara,455,Madhya Pradesh,23,2011_c,madhya pradesh,chhindwara,madhya pradesh,chhindwara,29641054.194320187,6789902600038.804,867164664.0448587,29.641054194320187,6789.902600038804,0.8671646640448587
,Harda,448,Madhya Pradesh,23,2011_c,madhya pradesh,harda,madhya pradesh,harda,6989177.676367621,1664552600001.8462,246155125.59434408,6.989177676367621,1664.5526000018463,0.24615512559434408
,West Nimar,440,Madhya Pradesh,23,2011_c,madhya pradesh,west nimar,madhya pradesh,west nimar,11791214.309000978,2599710399986.327,376292090.4685918,11.791214309000978,2599.710399986327,0.3762920904685918
,Medinipur East,345,West Bengal,19,2011_c,west bengal,medinipur east,west bengal,medinipur east,31081770.057320096,4025097140153.023,2378523894.5858235,31.081770057320096,4025.097140153023,2.3785238945858236
,Mayurbhanj,376,Odisha,21,2011_c,odisha,mayurbhanj,odisha,mayurbhanj,16513718.393324763,2337419076377.852,1462358152.5052168,16.513718393324762,2337.419076377852,1.462358152505217
,Bharuch,488,Gujarat,24,2011_c,gujarat,bharuch,gujarat,bharuch,4030268.0223031705,195500459992.75702,173796555.16991115,4.03026802230317,195.50045999275702,0.17379655516991116
,Sundargarh,374,Odisha,21,2011_c,odisha,sundargarh,odisha,sundargarh,12070328.229751669,1250392989032.0679,1026139933.153011,12.070328229751668,1250.3929890320678,1.026139933153011
,Kabeerdham,407,Chhattisgarh,22,2011_c,chhattisgarh,kabeerdham,chhattisgarh,kabeerdham,12369350.899134187,445905579914.4615,768704566.6442292,12.369350899134187,445.9055799144615,0.7687045666442291
,East Nimar,466,Madhya Pradesh,23,2011_c,madhya pradesh,east nimar,madhya pradesh,east nimar,10181258.740503196,2190033000013.5803,396559127.6532092,10.181258740503196,2190.0330000135805,0.3965591276532092
,Porbandar,478,Gujarat,24,2011_c,gujarat,porbandar,gujarat,porbandar,1312651.2078883061,134197720000.0,41212366.683651984,1.3126512078883061,134.19772,0.04121236668365198
,Balaghat,457,Madhya Pradesh,23,2011_c,madhya pradesh,balaghat,madhya pradesh,balaghat,27060754.667179268,1953100600160.2,945026879.1320632,27.060754667179268,1953.1006001602,0.9450268791320632
,Narmada,487,Gujarat,24,2011_c,gujarat,narmada,gujarat,narmada,3220511.515897374,90249539999.17238,221796786.44203916,3.2205115158973743,90.24953999917238,0.22179678644203915
,Barwani,441,Madhya Pradesh,23,2011_c,madhya pradesh,barwani,madhya pradesh,barwani,9124679.165297577,1814133960000.6497,237997471.89466017,9.124679165297577,1814.1339600006497,0.23799747189466017
,Janjgir Champa,405,Chhattisgarh,22,2011_c,chhattisgarh,janjgir champa,chhattisgarh,janjgir champa,18235868.016591493,2434191220380.179,714649235.6793616,18.235868016591493,2434.1912203801794,0.7146492356793616
,Nandurbar,497,Maharashtra,27,2011_c,maharashtra,nandurbar,maharashtra,nandurbar,14202862.11200167,1022854099955.2881,687721361.7314488,14.20286211200167,1022.8540999552881,0.6877213617314488
,Kendujhar,375,Odisha,21,2011_c,odisha,kendujhar,odisha,kendujhar,14086954.020936036,1418635106330.7617,821019676.6448511,14.086954020936037,1418.6351063307618,0.8210196766448511
,Baleshwar,377,Odisha,21,2011_c,odisha,baleshwar,odisha,baleshwar,14736622.558896502,1757144800079.744,889164266.3519934,14.736622558896503,1757.1448000797438,0.8891642663519934
,Jharsuguda,371,Odisha,21,2011_c,odisha,jharsuguda,odisha,jharsuguda,2808451.2132881507,275138120960.1909,275810869.73374623,2.808451213288151,275.1381209601909,0.27581086973374624
,Bametara,718,Chhattisgarh,22,update2014,chhattisgarh,bametara,chhattisgarh,bametara,14485953.61490582,689688059953.4055,1248657380.311865,14.485953614905819,689.6880599534055,1.248657380311865
,Rajnandgaon,408,Chhattisgarh,22,2011_c,chhattisgarh,rajnandgaon,chhattisgarh,rajnandgaon,29883383.48425272,1200681939660.8513,2148293511.448232,29.88338348425272,1200.6819396608514,2.148293511448232
,Amravati,503,Maharashtra,27,2011_c,maharashtra,amravati,maharashtra,amravati,7740772.447611305,357054080012.2618,609483481.3817809,7.740772447611305,357.0540800122618,0.6094834813817809
,Surat,492,Gujarat,24,2011_c,gujarat,surat,gujarat,surat,8713800.618894193,576284519984.738,314658543.1504014,8.713800618894194,576.284519984738,0.3146585431504014
,Dhule,498,Maharashtra,27,2011_c,maharashtra,dhule,maharashtra,dhule,23547299.185930714,1753640000032.52,580302741.1320355,23.547299185930715,1753.64000003252,0.5803027411320355
,Tapi,493,Gujarat,24,2011_c,gujarat,tapi,gujarat,tapi,9138071.319692366,627588500060.1486,328450168.02845496,9.138071319692365,627.5885000601486,0.32845016802845495
,Bargarh,370,Odisha,21,2011_c,odisha,bargarh,odisha,bargarh,24043993.87583879,1111494138331.716,5035695446.370197,24.04399387583879,1111.4941383317162,5.035695446370197
,Nagpur,505,Maharashtra,27,2011_c,maharashtra,nagpur,maharashtra,nagpur,27342112.623242833,1447163760098.5806,1145531076.8561761,27.342112623242834,1447.1637600985805,1.1455310768561762
,Baloda Bazar,721,Chhattisgarh,22,update2014,chhattisgarh,baloda bazar,chhattisgarh,baloda bazar,51899129.99562841,2032088220632.7712,2731369581.526183,51.89912999562841,2032.0882206327713,2.731369581526183
,Mungeli,717,Chhattisgarh,22,update2014,chhattisgarh,mungeli,chhattisgarh,mungeli,12310920.248087972,708837259961.4062,536698336.2457724,12.310920248087973,708.8372599614063,0.5366983362457725
,Botad,726,Gujarat,24,update2014,gujarat,botad,gujarat,botad,554534.4947127783,79604859999.40144,28546317.825307477,0.5545344947127783,79.60485999940144,0.028546317825307477
,Chota Udaipur,731,Gujarat,24,update2014,gujarat,chota udaipur,gujarat,chota udaipur,13834094.22406246,478853460028.27405,405832507.4970416,13.83409422406246,478.85346002827407,0.4058325074970416
,Gir Somnath,729,Gujarat,24,update2014,gujarat,gir somnath,gujarat,gir somnath,4667970.91667728,652332659997.5605,145921401.6889307,4.66797091667728,652.3326599975605,0.1459214016889307
,Jhargram,776,West Bengal,19,2017_c,west bengal,jhargram,west bengal,jhargram,14309292.69273446,1844652460286.7998,980728561.717421,14.30929269273446,1844.6524602867999,0.9807285617174211
,Rajkot,476,Gujarat,24,2011_c,gujarat,rajkot,gujarat,rajkot,6928902.79013593,716327360000.348,179362418.31050292,6.92890279013593,716.327360000348,0.17936241831050292
,Bhavnagar,481,Gujarat,24,2011_c,gujarat,bhavnagar,gujarat,bhavnagar,3735021.9796368014,469209779946.5889,93386055.6507326,3.7350219796368016,469.2097799465889,0.0933860556507326
,Betul,447,Madhya Pradesh,23,2011_c,madhya pradesh,betul,madhya pradesh,betul,20165489.68571901,2322628000008.35,543573763.5402023,20.16548968571901,2322.62800000835,0.5435737635402023
,Junagadh,479,Gujarat,24,2011_c,gujarat,junagadh,gujarat,junagadh,1513430.0025532385,560519299999.5023,128433652.03736745,1.5134300025532386,560.5192999995023,0.12843365203736745
,Debagarh,373,Odisha,21,2011_c,odisha,debagarh,odisha,debagarh,3098409.3462623535,306000608000.907,231506332.707146,3.0984093462623536,306.000608000907,0.231506332707146
,Jamnagar,477,Gujarat,24,2011_c,gujarat,jamnagar,gujarat,jamnagar,1005608.6928217609,89182480000.35497,21692777.370009996,1.005608692821761,89.18248000035497,0.021692777370009995
,Devbhumi Dwarka,728,Gujarat,24,update2014,gujarat,devbhumi dwarka,gujarat,devbhumi dwarka,225567.98884743996,41728320000.04844,12515953.59774546,0.22556798884743998,41.72832000004844,0.012515953597745459
,Aurangabad,515,Maharashtra,27,2011_c,maharashtra,aurangabad,maharashtra,aurangabad,22677665.434894737,1196413999889.258,1094280938.9149904,22.677665434894738,1196.413999889258,1.0942809389149903
,Vijayapura,557,Karnataka,29,2011_c,karnataka,vijayapura,karnataka,vijayapura,17112822.891502686,1315699619950.5906,931230454.977391,17.112822891502685,1315.6996199505907,0.931230454977391
,Bijapur,417,Chhattisgarh,22,2011_c,chhattisgarh,bijapur,chhattisgarh,bijapur,6725508.489297275,295226129914.9017,354848587.594536,6.725508489297275,295.22612991490166,0.354848587594536
,Raigarh,520,Maharashtra,27,2011_c,maharashtra,raigarh,maharashtra,raigarh,14771293.893365923,1123461000020.572,583458333.697113,14.771293893365923,1123.461000020572,0.5834583336971131
,Raigarh,403,Chhattisgarh,22,2011_c,chhattisgarh,raigarh,chhattisgarh,raigarh,17991596.72585704,1475916099708.3757,952725281.7133492,17.991596725857043,1475.9160997083757,0.9527252817133492
,Bilaspur,406,Chhattisgarh,22,2011_c,chhattisgarh,bilaspur,chhattisgarh,bilaspur,31107585.123989157,918902400160.6448,1463084337.987116,31.107585123989157,918.9024001606448,1.4630843379871161
,Karaikal,637,Puducherry,34,2011_c,puducherry,karaikal,puducherry,karaikal,414061.33503439423,31352920000.256317,27314435.61394836,0.41406133503439424,31.35292000025632,0.02731443561394836
,Mahe,636,Puducherry,34,2011_c,puducherry,mahe,,,,,,,,
,Yanam,634,Puducherry,34,2011_c,puducherry,yanam,puducherry,yanam,36239.245360216315,6539720000.356,3165021.4228789094,0.03623924536021632,6.539720000356,0.0031650214228789095
,Sambalpur,372,Odisha,21,2011_c,odisha,sambalpur,odisha,sambalpur,11367538.550522508,539162000191.1008,1298948482.7899737,11.367538550522507,539.1620001911008,1.2989484827899738
,Navsari,490,Gujarat,24,2011_c,gujarat,navsari,gujarat,navsari,6195563.708883637,447812659951.7089,263379686.12305853,6.195563708883637,447.81265995170895,0.2633796861230585
,Lakshadweep,587,Lakshadweep,31,2011_c,lakshadweep,lakshadweep,,,,,,,,
,Daman,495,Daman and Diu,25,2011_c,daman and diu,daman,,,,,,,,
,Diu,494,Daman and Diu,25,2011_c,daman and diu,diu,,,,,,,,
,Mumbai Suburban,518,Maharashtra,27,2011_c,maharashtra,mumbai suburban,,,,,,,,
,Jayashankar,750,Telangana,36,2016_c,telangana,jayashankar,telangana,jayashankar,8020482.391568186,1076558859965.7252,601079982.766453,8.020482391568185,1076.5588599657253,0.601079982766453
,Narayanpet,781,Telangana,36,2019,telangana,narayanpet,,,,,,,,
,Sukma,723,Chhattisgarh,22,update2014,chhattisgarh,sukma,chhattisgarh,sukma,9043227.23566591,460722540037.90216,443256259.58557004,9.04322723566591,460.72254003790215,0.44325625958557
,Upper Subansiri,249,Arunachal Pradesh,12,2011_c,arunachal pradesh,upper subansiri,arunachal pradesh,upper subansiri,672950.9774899904,44743440006.2364,40690759.94776016,0.6729509774899904,44.7434400062364,0.040690759947760155
,Anjaw,260,Arunachal Pradesh,12,2011_c,arunachal pradesh,anjaw,arunachal pradesh,anjaw,569699.5452005072,24966609602.57436,31051290.334940355,0.5696995452005071,24.96660960257436,0.031051290334940355
,Tinsukia,309,Assam,18,2011_c,assam,tinsukia,assam,tinsukia,3091028.8081965726,366757020032.39075,350357472.0158311,3.0910288081965724,366.75702003239076,0.3503574720158311
,Dhemaji,308,Assam,18,2011_c,assam,dhemaji,assam,dhemaji,7856894.572713445,404094080093.2104,393124163.7984316,7.856894572713445,404.0940800932104,0.39312416379843157
,Changlang,253,Arunachal Pradesh,12,2011_c,arunachal pradesh,changlang,arunachal pradesh,changlang,1115071.185472658,82502799982.93732,70515478.73665476,1.1150711854726578,82.50279998293732,0.07051547873665476
,Dibrugarh,310,Assam,18,2011_c,assam,dibrugarh,assam,dibrugarh,8295998.067197451,584161680015.0011,336868409.5645938,8.295998067197452,584.1616800150011,0.3368684095645938
,Tawang,245,Arunachal Pradesh,12,2011_c,arunachal pradesh,tawang,arunachal pradesh,tawang,287818.6834743717,18565569602.48268,12302796.163613006,0.2878186834743717,18.565569602482682,0.012302796163613006
,Papum Pare,248,Arunachal Pradesh,12,2011_c,arunachal pradesh,papum pare,arunachal pradesh,papum pare,1556820.0949268877,102691534801.17685,94121220.3195129,1.5568200949268876,102.69153480117684,0.09412122031951291
,Lakhimpur,307,Assam,18,2011_c,assam,lakhimpur,assam,lakhimpur,13282133.22410507,831407919900.1489,571106322.5364283,13.282133224105069,831.407919900149,0.5711063225364283
,Tirap,254,Arunachal Pradesh,12,2011_c,arunachal pradesh,tirap,arunachal pradesh,tirap,761621.2553597008,30375319996.642685,35515239.71232528,0.7616212553597007,30.375319996642684,0.03551523971232528
,Sivasagar,311,Assam,18,2011_c,assam,sivasagar,assam,sivasagar,3463415.5725907926,790350140019.5293,448028786.0549209,3.4634155725907925,790.3501400195292,0.4480287860549209
,Jorhat,312,Assam,18,2011_c,assam,jorhat,assam,jorhat,1848695.7409768929,804780019858.4075,412525336.39598894,1.848695740976893,804.7800198584075,0.41252533639598893
,Mon,261,Nagaland,13,2011_c,nagaland,mon,nagaland,mon,2889380.340175787,223299000023.6648,179728224.8512576,2.889380340175787,223.2990000236648,0.17972822485125758
,Sonitpur,306,Assam,18,2011_c,assam,sonitpur,assam,sonitpur,4379372.102445523,1299981760030.1423,708697740.2550011,4.379372102445523,1299.9817600301424,0.7086977402550011
,Golaghat,313,Assam,18,2011_c,assam,golaghat,assam,golaghat,1462328.4268668036,964359939925.2347,504295046.61830837,1.4623284268668035,964.3599399252347,0.5042950466183084
,Longleng,268,Nagaland,13,2011_c,nagaland,longleng,nagaland,longleng,1157067.155326846,89853599999.8208,71473929.25120246,1.1570671553268461,89.8535999998208,0.07147392925120247
,Mokokchung,262,Nagaland,13,2011_c,nagaland,mokokchung,nagaland,mokokchung,2087008.9452397896,169904600024.274,131638935.2540169,2.0870089452397895,169.90460002427398,0.1316389352540169
,Udalguri,326,Assam,18,2011_c,assam,udalguri,assam,udalguri,6664839.866376166,660600120058.6512,374018323.38051295,6.664839866376166,660.6001200586512,0.37401832338051294
,Chirang,320,Assam,18,2011_c,assam,chirang,assam,chirang,4571112.626165969,258419920039.42892,216845465.97065535,4.571112626165969,258.4199200394289,0.21684546597065535
,Baksa,324,Assam,18,2011_c,assam,baksa,assam,baksa,5118566.78276684,796226560000.684,397152888.6292391,5.11856678276684,796.226560000684,0.3971528886292391
,Nagaon,305,Assam,18,2011_c,assam,nagaon,assam,nagaon,4392040.240196287,1757582679831.151,728564548.3747665,4.392040240196287,1757.582679831151,0.7285645483747665
,Kokrajhar,300,Assam,18,2011_c,assam,kokrajhar,assam,kokrajhar,2214966.366193211,647379019933.2207,526558465.61951524,2.2149663661932113,647.3790199332207,0.5265584656195152
,Darrang,325,Assam,18,2011_c,assam,darrang,assam,darrang,712292.1990185605,703979419953.2146,303915862.0472725,0.7122921990185604,703.9794199532146,0.3039158620472725
,Tuensang,267,Nagaland,13,2011_c,nagaland,tuensang,nagaland,tuensang,2716874.7023438197,214597499993.56003,159155417.8421522,2.71687470234382,214.59749999356004,0.1591554178421522
,Barpeta,303,Assam,18,2011_c,assam,barpeta,assam,barpeta,2289835.022983361,1117629360089.8503,613437187.9879737,2.289835022983361,1117.6293600898503,0.6134371879879736
,Nalbari,323,Assam,18,2011_c,assam,nalbari,assam,nalbari,1233659.9561098535,790222000115.2905,238988686.91877434,1.2336599561098534,790.2220001152905,0.23898868691877434
,Morigaon,304,Assam,18,2011_c,assam,morigaon,assam,morigaon,5450082.498169533,791128100015.8093,367335698.22094095,5.450082498169533,791.1281000158093,0.3673356982209409
,Kamrup,321,Assam,18,2011_c,assam,kamrup,assam,kamrup,1025038.4535688326,402989740012.3179,148195861.90156692,1.0250384535688326,402.9897400123179,0.14819586190156692
,Bongaigaon,319,Assam,18,2011_c,assam,bongaigaon,assam,bongaigaon,1723004.6706596937,405902240042.9792,248342012.89308926,1.7230046706596938,405.9022400429792,0.24834201289308927
,Dhubri,301,Assam,18,2011_c,assam,dhubri,assam,dhubri,2914243.952515289,781559280023.4171,360080112.8158574,2.9142439525152892,781.5592800234172,0.3600801128158574
,Kamrup Metropolitan,322,Assam,18,2011_c,assam,kamrup metropolitan,assam,kamrup metropolitan,5850.338416324085,891220000.06498,65757.18724627144,0.0058503384163240855,0.89122000006498,6.575718724627144e-05
,Kiphire,269,Nagaland,13,2011_c,nagaland,kiphire,nagaland,kiphire,1936287.6563485847,147090900012.2436,111552525.80383281,1.9362876563485847,147.0909000122436,0.11155252580383282
,Goalpara,302,Assam,18,2011_c,assam,goalpara,assam,goalpara,1328078.2348434115,812964500045.8765,303808208.04747975,1.3280782348434115,812.9645000458764,0.30380820804747977
,Ribhoi,297,Meghalaya,17,2011_c,meghalaya,ribhoi,meghalaya,ribhoi,980775.0275469171,133019619990.02116,73043953.48285487,0.980775027546917,133.01961999002117,0.07304395348285488
,Dima Hasao,315,Assam,18,2011_c,assam,dima hasao,assam,dima hasao,699869.5935244104,119538059994.5856,67086491.085498,0.6998695935244104,119.5380599945856,0.067086491085498
,Kamjong,770,Manipur,14,2016_c,manipur,kamjong,,,,,,,,
,West Khasi Hills,296,Meghalaya,17,2011_c,meghalaya,west khasi hills,meghalaya,west khasi hills,948423.047843513,60523159998.58949,53474995.178429075,0.948423047843513,60.52315999858949,0.053474995178429074
,Peren,271,Nagaland,13,2011_c,nagaland,peren,nagaland,peren,2079717.8141078413,186236600012.942,137655537.63207278,2.079717814107841,186.23660001294198,0.13765553763207278
,Senapati,272,Manipur,14,2011_c,manipur,senapati,manipur,senapati,1880582.5416133164,96019600017.242,102463018.3429992,1.8805825416133164,96.019600017242,0.1024630183429992
,East Jaintia Hills,714,Meghalaya,17,update2014,meghalaya,east jaintia hills,meghalaya,east jaintia hills,493725.18962398625,35637659996.95234,31978851.60375183,0.49372518962398626,35.63765999695234,0.03197885160375183
,East Khasi Hills,298,Meghalaya,17,2011_c,meghalaya,east khasi hills,meghalaya,east khasi hills,760174.3197068099,73099880005.46149,48544318.145362124,0.7601743197068099,73.09988000546149,0.04854431814536212
,Tamenglong,273,Manipur,14,2011_c,manipur,tamenglong,manipur,tamenglong,3478436.2602227577,128036599969.17203,200528156.49905914,3.478436260222758,128.03659996917202,0.20052815649905914
,South Garo Hills,295,Meghalaya,17,2011_c,meghalaya,south garo hills,meghalaya,south garo hills,979679.1204683016,74675119990.47215,63327149.413553365,0.9796791204683016,74.67511999047215,0.06332714941355337
,Cachar,316,Assam,18,2011_c,assam,cachar,assam,cachar,3934481.696007695,629543280005.7245,638128632.0665909,3.934481696007695,629.5432800057245,0.6381286320665909
,Imphal West,277,Manipur,14,2011_c,manipur,imphal west,manipur,imphal west,4013697.5675144643,526810400007.3617,309143533.7993263,4.013697567514464,526.8104000073617,0.3091435337993263
,Karimganj,317,Assam,18,2011_c,assam,karimganj,assam,karimganj,1845720.9606207453,486569459963.40674,274900807.3104223,1.8457209606207454,486.56945996340676,0.2749008073104223
,Hailakandi,318,Assam,18,2011_c,assam,hailakandi,assam,hailakandi,1145411.7245033022,345096680075.1516,186268389.90033457,1.1454117245033022,345.0966800751516,0.18626838990033456
,Kakching,768,Manipur,14,2016_c,manipur,kakching,,,,,,,,
,Bishnupur,275,Manipur,14,2011_c,manipur,bishnupur,manipur,bishnupur,2833964.743821712,418776800055.656,224926244.68702638,2.833964743821712,418.776800055656,0.22492624468702638
,Chandel,280,Manipur,14,2011_c,manipur,chandel,manipur,chandel,1508052.4793410134,73713400002.13359,82957897.74525486,1.5080524793410133,73.7134000021336,0.08295789774525486
,Churachandpur,274,Manipur,14,2011_c,manipur,churachandpur,manipur,churachandpur,4025607.5877140816,163837799967.9968,225712590.70648268,4.025607587714082,163.8377999679968,0.22571259070648267
,North Tripura,292,Tripura,16,2011_c,tripura,north tripura,tripura,north tripura,3094078.0079892287,276474859997.811,212325233.2204368,3.0940780079892285,276.474859997811,0.2123252332204368
,Dhalai,291,Tripura,16,2011_c,tripura,dhalai,tripura,dhalai,3590298.513746819,326500400049.1869,246053981.08805087,3.590298513746819,326.5004000491869,0.24605398108805088
,Sipahijala,707,Tripura,16,update2014,tripura,sipahijala,tripura,sipahijala,4576788.672531743,587310099990.8125,350035449.53433436,4.576788672531743,587.3100999908125,0.35003544953433435
,Gomati,709,Tripura,16,update2014,tripura,gomati,tripura,gomati,3768910.8233478465,416161979967.1626,269876900.13969743,3.7689108233478463,416.1619799671626,0.26987690013969745
,Wokha,264,Nagaland,13,2011_c,nagaland,wokha,nagaland,wokha,2509691.3707021014,207927599967.9216,157744324.60468584,2.5096913707021016,207.9275999679216,0.15774432460468585
,Zunheboto,263,Nagaland,13,2011_c,nagaland,zunheboto,nagaland,zunheboto,2465860.8235317394,190754400022.21918,141076533.03573716,2.4658608235317394,190.7544000222192,0.14107653303573717
,Phek,266,Nagaland,13,2011_c,nagaland,phek,nagaland,phek,2470415.152909005,225436400012.74503,150270689.89186865,2.470415152909005,225.43640001274503,0.15027068989186865
,West Garo Hills,293,Meghalaya,17,2011_c,meghalaya,west garo hills,meghalaya,west garo hills,3052351.6978331334,376870320020.7991,222412822.5669242,3.0523516978331333,376.87032002079906,0.2224128225669242
,East Garo Hills,294,Meghalaya,17,2011_c,meghalaya,east garo hills,meghalaya,east garo hills,1010371.371649051,80723659987.65918,66682117.37410361,1.010371371649051,80.72365998765918,0.06668211737410361
,Kohima,270,Nagaland,13,2011_c,nagaland,kohima,nagaland,kohima,2053881.2409115355,182057999990.23898,131976482.0496501,2.0538812409115352,182.05799999023898,0.1319764820496501
,Dimapur,265,Nagaland,13,2011_c,nagaland,dimapur,nagaland,dimapur,5413631.11105004,522191100068.18,368217191.3337457,5.413631111050041,522.19110006818,0.3682171913337457
,East Siang,251,Arunachal Pradesh,12,2011_c,arunachal pradesh,east siang,arunachal pradesh,east siang,1566688.0522178945,103298769585.65268,93827335.61766553,1.5666880522178945,103.29876958565268,0.09382733561766553
,Lohit,259,Arunachal Pradesh,12,2011_c,arunachal pradesh,lohit,arunachal pradesh,lohit,950736.2783096433,53331114792.38828,48320079.51130729,0.9507362783096432,53.331114792388284,0.04832007951130729
,Kurung Kumey,256,Arunachal Pradesh,12,2011_c,arunachal pradesh,kurung kumey,arunachal pradesh,kurung kumey,91760.82828916283,4282749600.7924805,5043703.250197292,0.09176082828916284,4.282749600792481,0.005043703250197293
,Lower Subansiri,255,Arunachal Pradesh,12,2011_c,arunachal pradesh,lower subansiri,arunachal pradesh,lower subansiri,913599.5835248824,71328460001.85959,59616882.90850366,0.9135995835248825,71.32846000185958,0.05961688290850366
,East Kameng,247,Arunachal Pradesh,12,2011_c,arunachal pradesh,east kameng,arunachal pradesh,east kameng,1347737.6408643045,57620589612.831,74138928.99862318,1.3477376408643045,57.620589612831004,0.07413892899862318
,West Kameng,246,Arunachal Pradesh,12,2011_c,arunachal pradesh,west kameng,arunachal pradesh,west kameng,485456.72575260303,28065829600.81674,19860059.969979625,0.485456725752603,28.065829600816738,0.019860059969979624
,West Jaintia Hills,299,Meghalaya,17,2011_c,meghalaya,west jaintia hills,meghalaya,west jaintia hills,1116328.2423608955,81373980003.48512,66958003.055908985,1.1163282423608956,81.37398000348512,0.06695800305590899
,South West Khasi Hills,713,Meghalaya,17,update2014,meghalaya,south west khasi hills,meghalaya,south west khasi hills,332279.1061469866,20175219998.57292,17778169.47824722,0.3322791061469866,20.17521999857292,0.017778169478247223
,North Garo Hills,712,Meghalaya,17,update2014,meghalaya,north garo hills,meghalaya,north garo hills,934132.7596115565,75903820005.64577,62949272.45870157,0.9341327596115565,75.90382000564577,0.06294927245870158
,South West Garo Hills,711,Meghalaya,17,update2014,meghalaya,south west garo hills,meghalaya,south west garo hills,1730979.5323326052,217398659995.0866,127146372.10260068,1.7309795323326052,217.3986599950866,0.12714637210260069
,Khowai,708,Tripura,16,update2014,tripura,khowai,tripura,khowai,2579104.064298712,287559359987.2424,186521811.84016144,2.579104064298712,287.5593599872424,0.18652181184016145
,West Tripura,289,Tripura,16,2011_c,tripura,west tripura,tripura,west tripura,2729288.890663406,286476979999.0148,191970843.29483944,2.729288890663406,286.47697999901476,0.19197084329483943
,South Tripura,290,Tripura,16,2011_c,tripura,south tripura,tripura,south tripura,4092606.6031691497,549779319975.1658,314890047.5645675,4.09260660316915,549.7793199751658,0.3148900475645675
,Unokoti,710,Tripura,16,update2014,tripura,unokoti,tripura,unokoti,2129590.8979426017,241261979969.0931,157897403.09077108,2.129590897942602,241.26197996909312,0.15789740309077108
,Charaideo,755,Assam,18,2015_c,assam,charaideo,,,,,,,,
,Majuli,760,Assam,18,2016_c,assam,majuli,,,,,,,,
,Biswanath,756,Assam,18,2015_c,assam,biswanath,,,,,,,,
,Hojai,757,Assam,18,2015_c,assam,hojai,,,,,,,,
,South Salmara Mancachar,758,Assam,18,2015_c,assam,south salmara mancachar,,,,,,,,
,Karbi Anglong,314,Assam,18,2011_c,assam,karbi anglong,assam,karbi anglong,3477491.659534697,992440220041.1494,638049079.4900237,3.4774916595346967,992.4402200411494,0.6380490794900238
,West Karbi Anglong,759,Assam,18,2016_c,assam,west karbi anglong,,,,,,,,
,Kra Daadi,763,Arunachal Pradesh,12,2015_c,arunachal pradesh,kra daadi,arunachal pradesh,kra daadi,95586.6580811624,4489189600.3818,5093771.943689191,0.0955866580811624,4.4891896003818,0.005093771943689191
,Namsai,762,Arunachal Pradesh,12,2014_c,arunachal pradesh,namsai,arunachal pradesh,namsai,1583412.3233826165,98843889582.39424,84525485.81314413,1.5834123233826165,98.84388958239424,0.08452548581314413
,Longding,761,Arunachal Pradesh,12,2012_c,arunachal pradesh,longding,arunachal pradesh,longding,490157.43189209304,31522694801.064598,27384207.716071486,0.49015743189209304,31.5226948010646,0.027384207716071488
,Imphal East,278,Manipur,14,2011_c,manipur,imphal east,manipur,imphal east,3742338.2078356664,492599200055.59125,288023768.0994636,3.742338207835666,492.59920005559127,0.28802376809946356
,Jiribam,766,Manipur,14,2016_c,manipur,jiribam,,,,,,,,
,Kangpokpi,767,Manipur,14,2016_c,manipur,kangpokpi,,,,,,,,
,Thoubal,276,Manipur,14,2011_c,manipur,thoubal,manipur,thoubal,2947970.56519747,430482999942.95917,231531659.3485811,2.94797056519747,430.48299994295917,0.2315316593485811
,Tengnoupal,769,Manipur,14,2016_c,manipur,tengnoupal,,,,,,,,
,Ukhrul,279,Manipur,14,2011_c,manipur,ukhrul,manipur,ukhrul,1409235.1448136503,67426600017.426605,79604188.75598484,1.4092351448136502,67.42660001742661,0.07960418875598484
,Noney,771,Manipur,14,2016_c,manipur,noney,,,,,,,,
,Pherzawl,772,Manipur,14,2016_c,manipur,pherzawl,,,,,,,,
,Upper Siang,252,Arunachal Pradesh,12,2011_c,arunachal pradesh,upper siang,arunachal pradesh,upper siang,900917.7144834714,53349740004.60976,53151962.52365025,0.9009177144834714,53.34974000460976,0.05315196252365025
,Lower Siang,779,Arunachal Pradesh,12,2018,arunachal pradesh,lower siang,,,,,,,,
,Upper Dibang Valley,257,Arunachal Pradesh,12,2011_c,arunachal pradesh,upper dibang valley,arunachal pradesh,upper dibang valley,416567.1702429959,16173440001.6233,19849050.948516145,0.4165671702429959,16.1734400016233,0.019849050948516144
,Lower Dibang Valley,258,Arunachal Pradesh,12,2011_c,arunachal pradesh,lower dibang valley,arunachal pradesh,lower dibang valley,2553979.246916992,120460519970.7393,134191968.14056417,2.553979246916992,120.4605199707393,0.13419196814056417
